surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en
33,29,سورة الاحزاب,وَإِن كُنتُنَّ تُرِدۡنَ ٱللَّهَ وَرَسُولَهُۥ وَٱلدَّارَ ٱلۡأٓخِرَةَ فَإِنَّ ٱللَّهَ أَعَدَّ لِلۡمُحۡسِنَٰتِ مِنكُنَّ أَجۡرًا عَظِيمٗا,joy,but if you desire allah and his messenger and the everlasting home of the hereafter then surely allah has prepared a great reward for those of you who do good
33,39,سورة الاحزاب,ٱلَّذِينَ يُبَلِّغُونَ رِسَٰلَٰتِ ٱللَّهِ وَيَخۡشَوۡنَهُۥ وَلَا يَخۡشَوۡنَ أَحَدًا إِلَّا ٱللَّهَۗ وَكَفَىٰ بِٱللَّهِ حَسِيبٗا,joy,that is his way with those prophets who deliver the messages of allah and consider him and none but allah and sufficient is allah as a vigilant reckoner
33,43,سورة الاحزاب,هُوَ ٱلَّذِي يُصَلِّي عَلَيۡكُمۡ وَمَلَٰٓئِكَتُهُۥ لِيُخۡرِجَكُم مِّنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِۚ وَكَانَ بِٱلۡمُؤۡمِنِينَ رَحِيمٗا,joy,he is the one who showers his blessings upon youand his angels pray for youso that he may bring you out of darkness and into light for he is ever merciful to the believers
33,44,سورة الاحزاب,تَحِيَّتُهُمۡ يَوۡمَ يَلۡقَوۡنَهُۥ سَلَٰمٞۚ وَأَعَدَّ لَهُمۡ أَجۡرٗا كَرِيمٗا,joy,their greeting on the day they meet him will be peace and he has prepared for them an honourable reward
33,45,سورة الاحزاب,يَٰٓأَيُّهَا ٱلنَّبِيُّ إِنَّآ أَرۡسَلۡنَٰكَ شَٰهِدٗا وَمُبَشِّرٗا وَنَذِيرٗا,joy,o prophet we have sent you as a witness and a deliverer of good news and a warner
33,46,سورة الاحزاب,وَدَاعِيًا إِلَى ٱللَّهِ بِإِذۡنِهِۦ وَسِرَاجٗا مُّنِيرٗا,joy,and a caller to the way of allah by his command and a beacon of light
33,47,سورة الاحزاب,وَبَشِّرِ ٱلۡمُؤۡمِنِينَ بِأَنَّ لَهُم مِّنَ ٱللَّهِ فَضۡلٗا كَبِيرٗا,joy,give good news to the believers that they will have a great bounty from allah
33,62,سورة الاحزاب,سُنَّةَ ٱللَّهِ فِي ٱلَّذِينَ خَلَوۡاْ مِن قَبۡلُۖ وَلَن تَجِدَ لِسُنَّةِ ٱللَّهِ تَبۡدِيلٗا,joy,that was allahs way with those hypocrites who have gone before and you will find no change in allahs way
33,71,سورة الاحزاب,يُصۡلِحۡ لَكُمۡ أَعۡمَٰلَكُمۡ وَيَغۡفِرۡ لَكُمۡ ذُنُوبَكُمۡۗ وَمَن يُطِعِ ٱللَّهَ وَرَسُولَهُۥ فَقَدۡ فَازَ فَوۡزًا عَظِيمًا,joy,he will bless your deeds for you and forgive your sins and whoever obeys allah and his messenger has truly achieved a great triumph
33,1,سورة الاحزاب,يَٰٓأَيُّهَا ٱلنَّبِيُّ ٱتَّقِ ٱللَّهَ وَلَا تُطِعِ ٱلۡكَٰفِرِينَ وَٱلۡمُنَٰفِقِينَۚ إِنَّ ٱللَّهَ كَانَ عَلِيمًا حَكِيمٗا,sadness,o prophet always be mindful of allah and do not yield to the disbelievers and the hypocrites indeed allah is allknowing allwise
33,34,سورة الاحزاب,وَٱذۡكُرۡنَ مَا يُتۡلَىٰ فِي بُيُوتِكُنَّ مِنۡ ءَايَٰتِ ٱللَّهِ وَٱلۡحِكۡمَةِۚ إِنَّ ٱللَّهَ كَانَ لَطِيفًا خَبِيرًا,sadness,always remember what is recited in your homes of allahs revelations and prophetic wisdom surely allah is most subtle allaware
33,65,سورة الاحزاب,خَٰلِدِينَ فِيهَآ أَبَدٗاۖ لَّا يَجِدُونَ وَلِيّٗا وَلَا نَصِيرٗا,sadness,to stay there for ever and evernever will they find any protector or helper
33,66,سورة الاحزاب,يَوۡمَ تُقَلَّبُ وُجُوهُهُمۡ فِي ٱلنَّارِ يَقُولُونَ يَٰلَيۡتَنَآ أَطَعۡنَا ٱللَّهَ وَأَطَعۡنَا ٱلرَّسُولَا۠,sadness,on the day their faces are constantly flipped in the fire they will cry oh if only we had obeyed allah and obeyed the messenger
33,67,سورة الاحزاب,وَقَالُواْ رَبَّنَآ إِنَّآ أَطَعۡنَا سَادَتَنَا وَكُبَرَآءَنَا فَأَضَلُّونَا ٱلسَّبِيلَا۠,sadness,and they will say our lord we obeyed our leaders and elite but they led us astray from the right way
32,10,سورة السجدة,وَقَالُوٓاْ أَءِذَا ضَلَلۡنَا فِي ٱلۡأَرۡضِ أَءِنَّا لَفِي خَلۡقٖ جَدِيدِۭۚ بَلۡ هُم بِلِقَآءِ رَبِّهِمۡ كَٰفِرُونَ,anger,still they ask mockingly when we are disintegrated into the earth will we really be raised as a new creation in fact they are in denial of the meeting with their lord
32,21,سورة السجدة,وَلَنُذِيقَنَّهُم مِّنَ ٱلۡعَذَابِ ٱلۡأَدۡنَىٰ دُونَ ٱلۡعَذَابِ ٱلۡأَكۡبَرِ لَعَلَّهُمۡ يَرۡجِعُونَ,anger,we will certainly make them taste some of the minor torment in this life before the major torment of the hereafter so perhaps they will return to the right path
32,22,سورة السجدة,وَمَنۡ أَظۡلَمُ مِمَّن ذُكِّرَ بِـَٔايَٰتِ رَبِّهِۦ ثُمَّ أَعۡرَضَ عَنۡهَآۚ إِنَّا مِنَ ٱلۡمُجۡرِمِينَ مُنتَقِمُونَ,anger,and who does more wrong than the one who is reminded of allahs revelations then turns away from them we will surely inflict punishment upon the wicked
32,9,سورة السجدة,ثُمَّ سَوَّىٰهُ وَنَفَخَ فِيهِ مِن رُّوحِهِۦۖ وَجَعَلَ لَكُمُ ٱلسَّمۡعَ وَٱلۡأَبۡصَٰرَ وَٱلۡأَفۡـِٔدَةَۚ قَلِيلٗا مَّا تَشۡكُرُونَ,fear,then he fashioned them and had a spirit of his own creation breathed into them and he gave you hearing sight and intellect yet you hardly give any thanks
32,13,سورة السجدة,وَلَوۡ شِئۡنَا لَأٓتَيۡنَا كُلَّ نَفۡسٍ هُدَىٰهَا وَلَٰكِنۡ حَقَّ ٱلۡقَوۡلُ مِنِّي لَأَمۡلَأَنَّ جَهَنَّمَ مِنَ ٱلۡجِنَّةِ وَٱلنَّاسِ أَجۡمَعِينَ,fear,had we willed we could have easily imposed guidance on every soul but my word will come to pass i will surely fill up hell with jinn and humans all together
32,14,سورة السجدة,فَذُوقُواْ بِمَا نَسِيتُمۡ لِقَآءَ يَوۡمِكُمۡ هَٰذَآ إِنَّا نَسِينَٰكُمۡۖ وَذُوقُواْ عَذَابَ ٱلۡخُلۡدِ بِمَا كُنتُمۡ تَعۡمَلُونَ,fear,so taste the punishment for neglecting the meeting of this day of yours we too will certainly neglect you and taste the torment of eternity for what you used to do
32,6,سورة السجدة,ذَٰلِكَ عَٰلِمُ ٱلۡغَيۡبِ وَٱلشَّهَٰدَةِ ٱلۡعَزِيزُ ٱلرَّحِيمُ,joy,that is the knower of the seen and unseenthe almighty most merciful
32,7,سورة السجدة,ٱلَّذِيٓ أَحۡسَنَ كُلَّ شَيۡءٍ خَلَقَهُۥۖ وَبَدَأَ خَلۡقَ ٱلۡإِنسَٰنِ مِن طِينٖ,joy,who has perfected everything he created and he originated the creation of humankind from clay
32,17,سورة السجدة,فَلَا تَعۡلَمُ نَفۡسٞ مَّآ أُخۡفِيَ لَهُم مِّن قُرَّةِ أَعۡيُنٖ جَزَآءَۢ بِمَا كَانُواْ يَعۡمَلُونَ,joy,no soul can imagine what delights are kept in store for them as a reward for what they used to do
32,19,سورة السجدة,أَمَّا ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ فَلَهُمۡ جَنَّٰتُ ٱلۡمَأۡوَىٰ نُزُلَۢا بِمَا كَانُواْ يَعۡمَلُونَ,joy,as for those who believe and do good they will have the gardens of eternal residenceas an accommodation for what they used to do
32,8,سورة السجدة,ثُمَّ جَعَلَ نَسۡلَهُۥ مِن سُلَٰلَةٖ مِّن مَّآءٖ مَّهِينٖ,sadness,then he made his descendants from an extract of a humble fluid
31,7,سورة لقمان,وَإِذَا تُتۡلَىٰ عَلَيۡهِ ءَايَٰتُنَا وَلَّىٰ مُسۡتَكۡبِرٗا كَأَن لَّمۡ يَسۡمَعۡهَا كَأَنَّ فِيٓ أُذُنَيۡهِ وَقۡرٗاۖ فَبَشِّرۡهُ بِعَذَابٍ أَلِيمٍ,anger,whenever our revelations are recited to them they turn away in arrogance as if they did not hear them as if there is deafness in their ears so give them good news o prophet of a painful punishment
31,11,سورة لقمان,هَٰذَا خَلۡقُ ٱللَّهِ فَأَرُونِي مَاذَا خَلَقَ ٱلَّذِينَ مِن دُونِهِۦۚ بَلِ ٱلظَّٰلِمُونَ فِي ضَلَٰلٖ مُّبِينٖ,anger,this is allahs creation now show me what those gods other than him have created in fact the wrongdoers are clearly astray
31,16,سورة لقمان,يَٰبُنَيَّ إِنَّهَآ إِن تَكُ مِثۡقَالَ حَبَّةٖ مِّنۡ خَرۡدَلٖ فَتَكُن فِي صَخۡرَةٍ أَوۡ فِي ٱلسَّمَٰوَٰتِ أَوۡ فِي ٱلۡأَرۡضِ يَأۡتِ بِهَا ٱللَّهُۚ إِنَّ ٱللَّهَ لَطِيفٌ خَبِيرٞ,fear,luqman  added o my dear son even if a deed were the weight of a mustard seedbe it hidden in a rock or in the heavens or the earthallah will bring it forth surely allah is most subtle allaware
31,23,سورة لقمان,وَمَن كَفَرَ فَلَا يَحۡزُنكَ كُفۡرُهُۥٓۚ إِلَيۡنَا مَرۡجِعُهُمۡ فَنُنَبِّئُهُم بِمَا عَمِلُوٓاْۚ إِنَّ ٱللَّهَ عَلِيمُۢ بِذَاتِ ٱلصُّدُورِ,fear,but whoever disbelieves do not let their disbelief grieve you o prophet to us is their return and we will inform them of all they did surely allah knows best what is hidden in the heart
31,31,سورة لقمان,أَلَمۡ تَرَ أَنَّ ٱلۡفُلۡكَ تَجۡرِي فِي ٱلۡبَحۡرِ بِنِعۡمَتِ ٱللَّهِ لِيُرِيَكُم مِّنۡ ءَايَٰتِهِۦٓۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّكُلِّ صَبَّارٖ شَكُورٖ,fear,do you not see that the ships sail smoothly through the sea by the grace of allah so that he may show you some of his signs surely in this are signs for whoever is steadfast grateful
31,8,سورة لقمان,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُمۡ جَنَّٰتُ ٱلنَّعِيمِ,joy,surely those who believe and do good will have the gardens of bliss
31,12,سورة لقمان,وَلَقَدۡ ءَاتَيۡنَا لُقۡمَٰنَ ٱلۡحِكۡمَةَ أَنِ ٱشۡكُرۡ لِلَّهِۚ وَمَن يَشۡكُرۡ فَإِنَّمَا يَشۡكُرُ لِنَفۡسِهِۦۖ وَمَن كَفَرَ فَإِنَّ ٱللَّهَ غَنِيٌّ حَمِيدٞ,joy,indeed we blessed luqman with wisdom saying be grateful to allah for whoever is grateful it is only for their own good and whoever is ungrateful then surely allah is selfsufficient praiseworthy
31,22,سورة لقمان,۞وَمَن يُسۡلِمۡ وَجۡهَهُۥٓ إِلَى ٱللَّهِ وَهُوَ مُحۡسِنٞ فَقَدِ ٱسۡتَمۡسَكَ بِٱلۡعُرۡوَةِ ٱلۡوُثۡقَىٰۗ وَإِلَى ٱللَّهِ عَٰقِبَةُ ٱلۡأُمُورِ,sadness,whoever fully submits themselves to allah and is a gooddoer they have certainly grasped the firmest handhold and with allah rests the outcome of all affairs
30,10,سورة الروم,ثُمَّ كَانَ عَٰقِبَةَ ٱلَّذِينَ أَسَٰٓـُٔواْ ٱلسُّوٓأَىٰٓ أَن كَذَّبُواْ بِـَٔايَٰتِ ٱللَّهِ وَكَانُواْ بِهَا يَسۡتَهۡزِءُونَ,anger,then most evil was the end of the evildoers for denying and mocking the signs of allah
30,13,سورة الروم,وَلَمۡ يَكُن لَّهُم مِّن شُرَكَآئِهِمۡ شُفَعَٰٓؤُاْ وَكَانُواْ بِشُرَكَآئِهِمۡ كَٰفِرِينَ,anger,there will be no intercessors for them from among their associategods and they will totally deny their associategods
30,18,سورة الروم,وَلَهُ ٱلۡحَمۡدُ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَعَشِيّٗا وَحِينَ تُظۡهِرُونَ,anger,all praise is for him in the heavens and the earthas well as in the afternoon and at noon
30,32,سورة الروم,مِنَ ٱلَّذِينَ فَرَّقُواْ دِينَهُمۡ وَكَانُواْ شِيَعٗاۖ كُلُّ حِزۡبِۭ بِمَا لَدَيۡهِمۡ فَرِحُونَ,anger,like those who have divided their faith and split into sects each rejoicing in what they have
30,57,سورة الروم,فَيَوۡمَئِذٖ لَّا يَنفَعُ ٱلَّذِينَ ظَلَمُواْ مَعۡذِرَتُهُمۡ وَلَا هُمۡ يُسۡتَعۡتَبُونَ,anger,so on that day the wrongdoers excuses will not benefit them nor will they be allowed to appease their lord
30,59,سورة الروم,كَذَٰلِكَ يَطۡبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلَّذِينَ لَا يَعۡلَمُونَ,anger,this is how allah seals the hearts of those unwilling to know the truth
30,7,سورة الروم,يَعۡلَمُونَ ظَٰهِرٗا مِّنَ ٱلۡحَيَوٰةِ ٱلدُّنۡيَا وَهُمۡ عَنِ ٱلۡأٓخِرَةِ هُمۡ غَٰفِلُونَ,fear,they only know the worldly affairs of this life but are totally oblivious to the hereafter
30,11,سورة الروم,ٱللَّهُ يَبۡدَؤُاْ ٱلۡخَلۡقَ ثُمَّ يُعِيدُهُۥ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,fear,it is allah who originates the creation and will resurrect it and then to him you will all be returned
30,12,سورة الروم,وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يُبۡلِسُ ٱلۡمُجۡرِمُونَ,fear,on the day the hour will arrive the wicked will be dumbstruck
30,14,سورة الروم,وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يَوۡمَئِذٖ يَتَفَرَّقُونَ,fear,and on the day the hour will arrive the people will then be split into two groups
30,34,سورة الروم,لِيَكۡفُرُواْ بِمَآ ءَاتَيۡنَٰهُمۡۚ فَتَمَتَّعُواْ فَسَوۡفَ تَعۡلَمُونَ,fear,becoming ungrateful for whatever favours we have given them so enjoy yourselves for soon you will know
